epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.7613548884674436,0.549178171469855,0.6619958921154249,0.7692307692766189,0.5362177676420945,0.6249644063069271
1,0.7698229405859784,0.5297235977750636,0.5927369087085621,0.7692307692766189,0.5263637520716741,0.5568746533760658
2,0.7698229404942084,0.5257838673092384,0.5457622727308942,0.7692307692766189,0.5289066589795626,0.5206587395301232
3,0.7698229409989437,0.5351507205794278,0.5225280614152517,0.7692307692766189,0.5409587526321411,0.5062144473882821
4,0.7698229405859784,0.5518189185486104,0.5059548464071025,0.7692307692766189,0.5630208752705501,0.48823909319364106
5,0.7698229410448287,0.5749491056724179,0.490262259213717,0.7692307692766189,0.5868336723400996,0.46940511300013615
6,0.7729022325782982,0.5985059788632705,0.4772683356568114,0.772307692353542,0.6098824027868418,0.447875260756566
7,0.7852193993086811,0.6220717151592657,0.4549559997860701,0.7846153846612344,0.6337946695547837,0.4294942828325125
8,0.802155504004601,0.6436695487706637,0.44786455110002243,0.7969230769689266,0.6541395537669842,0.41494560425098126
9,0.8036951502072435,0.6641380373012845,0.43220071601261995,0.8153846157514132,0.6729693139516391,0.40220503623668963
10,0.8144726710561792,0.6809875500761976,0.41974128072678446,0.8246153849821825,0.689298444711245,0.3913163581261268
11,0.8198614320542098,0.6964377347004239,0.418616429303957,0.8246153849821825,0.7027574629050035,0.3797251083300664
12,0.8190916093429114,0.7103627283725489,0.4036437819974986,0.8338461542129516,0.7157317761274484,0.37137646455031176
13,0.8260200157176539,0.7220050071733929,0.4038506114799486,0.8246153849821825,0.7273940390806932,0.3664307080782377
14,0.8260200150293786,0.7331632605142278,0.39190795469320766,0.8338461542129516,0.7375889226106497,0.3572731195963346
15,0.827559661140251,0.7427913594282619,0.38839898924354044,0.8369230772898747,0.7468709125885596,0.35103680959114664
16,0.8298691298706519,0.7518510177467675,0.37552546119579816,0.8307692311360286,0.7559291392106277,0.34362591376671425
17,0.8306389534537658,0.7607385253704356,0.370261131570007,0.8369230772898747,0.7640812189762409,0.3362478942137498
18,0.8375673599202785,0.7679029101128758,0.3676481929029108,0.849230769597567,0.771454103910006,0.3264802976754996
19,0.8367975363371646,0.7752174073407244,0.35970492582994756,0.8430769234437209,0.7785785390780522,0.3243819922667283
20,0.8444957660655961,0.7821120572512291,0.3573641382197952,0.8400000003667978,0.7850168253825262,0.31803282664372373
21,0.8391070053887606,0.7881225958707426,0.3515281575151918,0.846153846520644,0.7912470245361328,0.3126189688535837
22,0.8468052344289168,0.7943074535277369,0.33951999018796136,0.8523076924910912,0.7971888637542724,0.30437480770624603
23,0.849114703939363,0.8003574327563578,0.3389788347771757,0.8646153847987835,0.80279930298145,0.29801934755765475
24,0.8521939951516373,0.8057751545454558,0.3307534821497834,0.8646153847987835,0.8082431646493765,0.2966914580418513
25,0.8568129328877491,0.81099600081631,0.3299603319516817,0.8830769230769231,0.8132118261777438,0.2870329928398132
26,0.8606620480502175,0.8158714604708118,0.3205886802666916,0.8738461538461538,0.8179804240740263,0.2836453189299657
27,0.857582756287323,0.8205370836481853,0.3212220141114961,0.8892307692307693,0.8224936224864079,0.2781819021701813
28,0.8521939957022575,0.8251067199002238,0.3100144747383692,0.8953846153846153,0.826851522739117,0.2742288868243878
29,0.8629715163217682,0.8291482568888411,0.3092398205750534,0.9015384615384615,0.8309972959298354,0.26842060822706953
30,0.8714395687614981,0.8331344027625679,0.3058440961958905,0.9076923076923077,0.8349555943562434,0.26274955914570736
31,0.869899923109476,0.8366999591287051,0.30256933022040966,0.9076923076923077,0.838558286520151,0.25828925508719225
32,0.8668206311171563,0.8404135333289542,0.30235075620250396,0.9046153846153846,0.8419238800268907,0.25551184113209063
33,0.8660508080846626,0.8435745276883532,0.30259003303801674,0.9046153846153846,0.845132756966811,0.2531910544175368
34,0.8745188604326226,0.8467543060454705,0.2989057624128986,0.8984615384615384,0.8482212558159461,0.2531322901065533
35,0.869899923109476,0.8499283022014245,0.28391093967785,0.9076923076923077,0.8514112854003906,0.247713384444897
36,0.8745188606620478,0.8530503439389348,0.28619334654591466,0.9015384615384615,0.8543108078149649,0.24574407430795522
37,0.8775981521955172,0.8556209712234069,0.2901580504402002,0.9046153846153846,0.8569457464951735,0.24764741512445304
38,0.8737490378130941,0.8581900376829392,0.284528144420891,0.9076923076923077,0.859499395260444,0.2409544679751763
39,0.8752886839239665,0.8607507180121424,0.28376093230355787,0.9046153846153846,0.8619050119473384,0.2409776760981633
40,0.8714395693121184,0.8632064594315785,0.2766156686416858,0.9046153846153846,0.864257964354295,0.23632324906495902
41,0.8829869127805826,0.8655389018752558,0.28137589059626716,0.9046153846153846,0.8664290888492878,0.23264232598818266
42,0.8768283294842186,0.8675944963448593,0.2808084584617725,0.9076923076923077,0.8685160202246446,0.23099838985846594
43,0.879907621017688,0.8696883276758789,0.27267172411829804,0.9046153846153846,0.8706045757807218,0.227993076306123
44,0.8799076215683084,0.8718759654300593,0.27087294349907176,0.9076923076923077,0.8726070576447706,0.22613187537743495
45,0.8845265586620299,0.8736713056476232,0.2711987213688323,0.9076923076923077,0.8744429228856013,0.2260733369222054
