epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.5738255029556735,0.5679274309401544,0.6898630333426815,0.5503355744701104,0.6284831690308231,0.6877138686660152
1,0.5805369127516778,0.6559265731965136,0.6834685074402982,0.5436241650741372,0.6853592491789953,0.6822264330499124
2,0.5738255033557047,0.6911369418137826,0.6771259119846676,0.5704698026580298,0.7020147694837326,0.6758107598996003
3,0.6073825503355704,0.7116057212720781,0.669807426481439,0.5973154394418602,0.7248467002939057,0.6679119763758359
4,0.6174496648295614,0.7307874316337125,0.6586218880326956,0.6241610766257215,0.7390158040411521,0.6574587765956085
5,0.6577181200053068,0.7440676709149507,0.6491870168071465,0.651006713809583,0.7500199907578078,0.6458804519384499
6,0.709731543624161,0.757683388338793,0.630987596591847,0.6778523513934757,0.7645431716970149,0.6321292303552564
7,0.7164429522200719,0.7698569245786475,0.614084683008642,0.7315436257611985,0.7754321478357251,0.6166425255321016
8,0.7684563762389574,0.7823125504007276,0.5972750714961315,0.7449664445531449,0.7862247688658286,0.6014022927156231
9,0.7751677856349305,0.7912945383347121,0.586265326346327,0.7449664441531136,0.7950625919655665,0.5840239176814188
10,0.7953020142228812,0.7992724680260523,0.5602768795602273,0.7382550351571717,0.8031440641255987,0.5670928039006738
11,0.798657717320743,0.8063377481979012,0.5450024652801104,0.7583892629450599,0.8086669565047193,0.5513519772747218
12,0.8154362408106759,0.8120857733208061,0.5290005603092629,0.7852349005289526,0.8137106143388172,0.5376497347082868
13,0.825503355704698,0.8168649865476877,0.5089649222041136,0.7919463099249258,0.8188982117896112,0.5257606878376647
14,0.8053691271167474,0.8211288440147503,0.5099850761010343,0.7986577193208989,0.8216534892984685,0.514142215051907
15,0.8288590596026222,0.8235616655957779,0.490183147007987,0.7852349005289526,0.8252299984029475,0.5029673162322716
16,0.8355704701986889,0.827335830102831,0.4740989024207096,0.7986577193208989,0.8282409094324048,0.49174870260609876
17,0.8355704697986577,0.8301407622810978,0.45389497060103706,0.7919463099249258,0.8313882882963091,0.4809927974371302
18,0.8355704697986577,0.8324050059254537,0.4504715584268506,0.7986577193208989,0.8341111824816505,0.47165013019670576
19,0.8322147655007023,0.8353845909137854,0.44254403986386803,0.7986577193208989,0.8367930394691109,0.4627888322676588
20,0.8338926178496956,0.8381220406333872,0.4367024292481826,0.8053691291169032,0.8390778195137946,0.45506950792850265
21,0.8271812080536913,0.840544958242634,0.4309225056395435,0.8120805385128763,0.8413044278253645,0.4474424053758583
22,0.8406040272456687,0.8424327589521472,0.42332158912748297,0.805369128716872,0.8434807654195184,0.441616013546118
23,0.8506711401395349,0.8447759755505811,0.40656492994135657,0.79865771972093,0.8458713977128868,0.4355856608224395
24,0.8473154354415484,0.8472999690363071,0.4078871821797134,0.8187919479088496,0.8483749076023998,0.4266875494246515
25,0.8439597319436554,0.8496116255753793,0.4022641918003159,0.8322147667007959,0.8505872740041489,0.4196481804719707
26,0.862416106582488,0.8522835193864451,0.3936505201678948,0.8322147667007959,0.8531560085763867,0.41445943253152323
27,0.8540268464376463,0.8540872187422426,0.38572829801764263,0.8322147667007959,0.8553674773081837,0.40811445229005494
28,0.8456375834925863,0.8562102809848401,0.394648815061422,0.8322147667007959,0.8570746711436534,0.4029163814231053
29,0.8489932889906352,0.8582757891424551,0.3765088323778754,0.8389261756967378,0.8590299515116134,0.3967956184540819
30,0.8607382558336194,0.8604057687240959,0.3638380085861923,0.8322147663007646,0.8610303337942034,0.3920010948341165
31,0.8489932881905728,0.8618316714395613,0.37265749145674226,0.8322147663007646,0.862712090447445,0.3906609245994747
32,0.8590604034846261,0.8637419374997184,0.36288891042638943,0.8389261756967378,0.8643815189399975,0.3873837568215876
33,0.8640939589314813,0.8653935018001787,0.3525223333963612,0.8389261756967378,0.8661907907300348,0.38382408702933546
34,0.8590604034846261,0.8669220625154124,0.362055538084683,0.8187919475088183,0.8676690527256703,0.37887303261148847
35,0.8741610738255033,0.8687145329961841,0.3543924537281062,0.8187919475088183,0.8692795190235112,0.3748812501462514
36,0.8573825499355393,0.8700707598820628,0.35067482202645117,0.8255033569047915,0.8706978459486225,0.3745433484147859
37,0.8724832206764477,0.8716764962113144,0.348063345323473,0.8187919475088183,0.8722320519037695,0.3717922944350531
38,0.8624161073825504,0.8731138630201353,0.3411802377476788,0.8120805381128452,0.8735939348304032,0.37103447658103583
39,0.8842281883194942,0.8745802288887484,0.3304435610771179,0.8187919475088183,0.8751802340449902,0.36945896160682573
40,0.862416106582488,0.8758483933122366,0.3420323495496839,0.8255033569047915,0.87639913982993,0.3660783761699728
41,0.8640939605316059,0.877010409463972,0.3467011255705917,0.8187919475088183,0.8774814237684212,0.3641806910902062
42,0.870805369527548,0.8781209944078586,0.3309774572817271,0.8120805381128452,0.8786044080785457,0.3630071114373687
43,0.8674496636294678,0.8792196868250034,0.33588423524926975,0.8120805381128452,0.8797033913183532,0.36151358285206275
44,0.8674496652295925,0.880244881914766,0.3304856187545213,0.8255033569047915,0.8807168242915365,0.36072854727706655
45,0.8741610734254722,0.88137003159363,0.32992860204821467,0.8187919475088183,0.8818422595926579,0.35872550738737885
