epoch,acc,auc,loss,val_acc,val_auc,val_loss
0,0.8589449537638859,0.48699113553452567,0.6103441516558329,0.8671755726100834,0.5070279671945644,0.507608268734153
1,0.8673547396966077,0.5081824990222943,0.43841665126497226,0.8671755726100834,0.5079160494658783,0.3911862920713789
2,0.8673547398788849,0.5133062079776682,0.3984853829448012,0.8671755726100834,0.5141910732247448,0.37874244901970144
3,0.8673547406079937,0.5216044748959556,0.38855153777912854,0.8671755726100834,0.5294618259859449,0.3678350341684036
4,0.8673547402434393,0.5409356539767087,0.3743243929260732,0.8671755726100834,0.5521220755031091,0.3555632376943836
5,0.8673547402434393,0.5658023988070473,0.3568111269845875,0.8671755726100834,0.5796017877018179,0.33994525002159237
6,0.8673547402434393,0.592648897878256,0.3447643529384508,0.8671755726100834,0.6056208540465086,0.32535539000998925
7,0.8673547404257165,0.6196474285300718,0.3237120614412728,0.8671755726100834,0.6326883593588385,0.3129253957562774
8,0.8704128442189745,0.6449642216029152,0.31147571760215526,0.8671755726100834,0.6564148890153142,0.30080868328800636
9,0.8742354745529478,0.6680601988363704,0.29664506223223625,0.8702290077245872,0.6784907582151981,0.2919318472611085
10,0.8780581041578124,0.6885337218961219,0.2855725730413326,0.8717557252818392,0.6982645681796184,0.2849724247255398
11,0.8803516815926321,0.7076591364469732,0.2743947118611875,0.8824427481826025,0.7162994458475186,0.27694750009602265
12,0.8834097857504445,0.7248142013491476,0.2637876499136654,0.8870229008543582,0.7326883543538684,0.2740078713602692
13,0.8879969417137472,0.7398607860282291,0.2612714185080397,0.8854961832971063,0.746409644152372,0.2672536174304613
14,0.8910550455070052,0.7528559306710503,0.2565117752697854,0.8839694658308539,0.758437484730291,0.26319419120559256
15,0.8929663608562691,0.7638209365558916,0.25267972535131905,0.8854961833881058,0.7690199739150418,0.2618329061579158
16,0.9006116204305527,0.7736726662070015,0.24969023078771177,0.8839694658308539,0.7781537190648435,0.2595283318566912
17,0.8956422018348624,0.782670476021023,0.24793408615144386,0.8839694658308539,0.7864231166038804,0.2590245596325125
18,0.8971712541871844,0.7903344891851466,0.2512616544323959,0.8870229009453577,0.7936118785661596,0.25716113468617885
19,0.8979357799987909,0.7971464333548823,0.24182626541236854,0.8885496185026096,0.8005173132619785,0.25569547337430126
20,0.9040519874030297,0.8037505946392678,0.23779133098934768,0.8885496185026096,0.8068158735755746,0.2541010106337889
21,0.9013761467889908,0.809777775306585,0.23848199899043512,0.8885496185026096,0.8124285765276611,0.25404702295328824
22,0.9013761467889908,0.8151144788170445,0.2372479866221775,0.8885496185026096,0.8174718190695494,0.2539252007963093
23,0.9009938837920489,0.82007774464581,0.2350227459125927,0.8916030536171135,0.8222270792677202,0.25275139512906547
